Data Point,Influence Score
20094,-0.0006996676578625571
10282,-0.0020990029735875604
3524,-0.0012244184012594195
20799,-0.0034983382893125636
10039,0.0006996676578624461
16537,-0.0036732552037782584
5402,-0.0026237537169844227
15387,-0.0008745845723281409
7669,-0.004897673605037678
3185,-0.0019240860591219766
